,ID,SMILES,Model 1: SIRT2 inhibitory activity,"Probability of Model 1 ""Yes"" class prediction"
23081,132349,Cc1cc(C)c(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)c(C)c1,No,0.4588207119877078
23082,132350,CC(=O)Nc1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,No,0.40905501539740957
23083,132351,CCCCC(CC)C(=O)Nc1ccc(NC(C)=O)cc1,No,0.2786391403588572
23084,132352,CCOc1ccccc1C(=O)Nc1ccc(NC(C)=O)cc1,No,0.32216174445978674
23085,132353,CCOc1ccc(C(=O)Nc2cc(Cl)ccc2C)cc1OCC,No,0.3327595331119153
23086,132354,CCCCC(CC)C(=O)Nc1cc(Cl)ccc1C,No,0.3588019254093036
23087,132355,CN(C)c1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,No,0.09580726790206899
23088,132356,COc1ccccc1CC(=O)Nc1ccc(N(C)C)cc1,No,0.23251792898296728
23089,132357,CCN(CC)c1ccc(C(=O)N2CCCCC2)cc1,No,0.4340040442370246
23090,132358,COc1ccc(C(=O)NCc2ccncc2)c(OC)c1,No,0.304460867749195
23091,132359,NC(=O)c1ccccc1NS(=O)(=O)Cc1ccccc1,No,0.43894463485154256
23092,132360,Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(C(N)=O)cc2)n(C)c1=O,No,0.4688487608841362
23093,132361,COc1ccc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)c(OC)c1,No,0.29384787552791836
23094,132362,CCCC(C)NC(=O)c1ccc(C)cc1,No,0.20573183340092846
23095,132363,CCCC(C)NC(=O)c1ccc(OC)cc1,No,0.22508659627689503
23096,132364,CCCC(C)NC(=O)c1ccccc1Cl,No,0.2948585232878452
23097,132365,CCCC(C)NC(=O)c1ccc(Cl)cc1Cl,No,0.2267253988470387
23098,132366,CCCC(C)NC(=O)c1ccccc1C,No,0.30090982878787126
23099,132367,CCCC(C)NC(=O)CCCOc1ccc(Cl)cc1Cl,Yes,0.5524305684275528
23100,132368,CCCC(C)NC(=O)c1cccc(C)c1,No,0.242824815772652
23101,132369,CCCC(C)NC(=O)c1cccs1,No,0.30597428335984783
23102,132370,CCCC(C)NS(=O)(=O)c1ccccc1,No,0.37479139754138946
23103,132371,CCCC(C)NS(=O)(=O)c1ccc(Cl)cc1,No,0.3526408303602319
23104,132372,CCCC(C)NS(=O)(=O)c1ccc(F)cc1,No,0.37977715439512566
23105,132373,CCCC(C)NC(=O)c1cccc(Cl)c1,No,0.2316898660675011
23106,132374,CCCC(C)NS(=O)(=O)c1ccc(Br)cc1,No,0.3647660957169617
23107,132375,CCCC(C)NC(=O)c1ccc(OCC)cc1,No,0.3568035671173126
23108,132376,CCCC(C)NC(=O)c1ccccc1I,No,0.3076631722909464
23109,132377,CCCC(C)NC(=O)c1ccc(-c2ccccc2)cc1,No,0.27058078227433063
23110,132378,CCCC(C)NC(=O)c1ccc(NC(C)=O)cc1,No,0.244930553225908
23111,132379,CCCC(C)NC(=O)CC(c1ccccc1)c1ccccc1,No,0.47549177585763375
23112,132380,CCCC(C)NC(=O)c1ccc2c(c1)OCO2,No,0.3117659561910191
23113,132381,CC(C)c1ccc(NC(=O)c2ccc(N(C)C)cc2)cc1,No,0.21505428803400553
23114,132382,CC(=O)Oc1ccccc1C(=O)Nc1ccc(C(C)C)cc1,No,0.28704148956734066
23115,132383,CCOc1ccc(C(=O)Nc2ccc(C(C)C)cc2)cc1OCC,No,0.33854994627955387
23116,132384,CCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3nccc(C)n3)cc2)cc1OCC,No,0.3077909221534956
23117,132385,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,No,0.35721639677055617
23118,132386,Cc1cc(C)c(NS(=O)(=O)c2ccc(F)cc2)c(C)c1,No,0.3835317770104369
23119,132387,COc1ccc(C(=O)Nc2c(C)cc(C)cc2C)c(OC)c1,No,0.23647996083128955
23120,132388,Cc1cc(C)c(NC(=O)c2cccc(I)c2)c(C)c1,No,0.31270067792347844
23121,132389,CC(C)CCNC(=O)c1ccc(Br)cc1,No,0.27340956356980395
23122,132390,Cc1ccc(C(=O)NCCC(C)C)cc1,No,0.2546706711078063
23123,132391,CC(C)CCNC(=O)c1ccccc1Cl,No,0.30323902557071847
23124,132392,CC(C)CCNC(=O)c1ccc(Cl)cc1Cl,No,0.2665891986329076
23125,132393,Cc1cccc(C(=O)NCCC(C)C)c1,No,0.2887078536727747
23126,132394,CC(C)CCNC(=O)c1cccs1,No,0.3535156748510607
23127,132395,CC(C)CCNS(=O)(=O)c1ccccc1,No,0.34309849313846796
23128,132396,Cc1ccc(S(=O)(=O)NCCC(C)C)cc1,No,0.3170010256348621
23129,132397,COc1ccc(S(=O)(=O)NCCC(C)C)cc1,No,0.31464971436450984
23130,132398,CC(C)CCNS(=O)(=O)c1ccc(F)cc1,No,0.3686183802736872
23131,132399,CC(C)CCNC(=O)c1ccccc1F,No,0.33081164447799977
23132,132400,CC(C)CCNS(=O)(=O)c1ccc(Br)cc1,No,0.3422863452807869
23133,132401,CC(C)CCNC(=O)c1ccc(Cl)c(Cl)c1,No,0.27888911110751213
23134,132402,COc1ccc(C(=O)NCCC(C)C)c(OC)c1,No,0.2709689035380919
23135,132403,COc1cc(OC)cc(C(=O)NCCC(C)C)c1,No,0.2857408317725469
23136,132404,Cc1ccc(C(=O)NCCC(C)C)cc1C,No,0.24925046624192315
23137,132405,CC(C)CCNC(=O)c1ccccc1I,No,0.31608669574252485
23138,132406,CC(C)CCNC(=O)c1ccc(C(C)(C)C)cc1,No,0.2724957378109691
23139,132407,COc1ccc(CC(=O)NCCC(C)C)cc1OC,No,0.36879393164637303
23140,132408,CC(C)CCNC(=O)CC(c1ccccc1)c1ccccc1,No,0.34512476424680444
23141,132409,CC(C)CCNC(=O)c1ccc2c(c1)OCO2,No,0.3231649006126795
23142,132410,CC(C)CCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,No,0.4477298283190524
23143,132411,CC(C)CCNC(=O)C1c2ccccc2Oc2ccccc21,No,0.3261542540959795
23144,132412,CCOc1ccccc1C(=O)NCCC(C)C,No,0.42185376666368146
23145,132413,CC(=O)N1CCN(c2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)CC1,No,0.3454583751120387
23146,132414,O=C(Nc1ccc(N2CCCCC2)cc1)c1sc2ccccc2c1Cl,No,0.3183685952851191
23147,132415,O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1sc2ccccc2c1Cl,No,0.3966499579501523
23148,132416,Nc1ccc(F)cc1C(=O)c1ccccc1,No,0.25541283643206036
23149,132417,O=C(Nc1ccc2nn(-c3ccccc3)nc2c1)c1sc2ccccc2c1Cl,No,0.3080202106989164
23150,132418,COc1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1OC,No,0.2866045178845482
23151,132419,O=C(Nc1cccc(-c2nc3ncccc3o2)c1)c1sc2ccccc2c1Cl,No,0.48465256317426203
23152,132420,Cc1c(NC(=O)c2sc3ccccc3c2Cl)cccc1-c1nc2ncccc2o1,No,0.4843535369427485
23153,132421,Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)c1sc2ccccc2c1Cl,Yes,0.5100930341080279
23154,132422,Cc1cc2c(cc1C)OC(=C1C=C(NC(=O)c3sc4ccccc4c3Cl)C=CC1=O)N2,No,0.47707057770640154
23155,132423,CCC(=O)Nc1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1,No,0.2722429568363426
23156,132424,CCCC(=O)Nc1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1,No,0.2747970446330776
23157,132425,COc1cc(NC(=O)c2sc3ccccc3c2Cl)ccc1NC(=O)c1cc2ccccc2o1,No,0.4875804828602092
23158,132426,O=C(Cc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2)cc1,No,0.2672296101177163
23159,132427,CCOc1ccc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2c1,No,0.37854672273738627
23160,132428,Cc1ccc(-n2nc3ccc(NC(=O)Cc4ccc(Cl)cc4)cc3n2)cc1,No,0.27634852926232834
23161,132429,CCOc1ccc(-n2nc3ccc(NC(=O)Cc4ccc(Cl)cc4)cc3n2)cc1,No,0.43295791471507344
23162,132430,Cc1ccc(-n2nc3cc(C)c(NC(=O)Cc4ccc(Cl)cc4)cc3n2)cc1,No,0.3369623589277054
23163,132431,COc1ccc(-n2nc3cc(C)c(NC(=O)Cc4ccc(Cl)cc4)cc3n2)cc1,No,0.37154527713399715
23164,132432,O=C(Cc1ccc(Cl)cc1)Nc1cccc(-c2nc3ncccc3o2)c1,No,0.42333542890633535
23165,132433,Cc1c(NC(=O)Cc2ccc(Cl)cc2)cccc1-c1nc2ncccc2o1,No,0.39437915372635196
23166,132434,Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)Cc1ccc(Cl)cc1,No,0.44796557046672525
23167,132435,Cc1cc2c(cc1C)OC(=C1C=C(NC(=O)Cc3ccc(Cl)cc3)C=CC1=O)N2,No,0.40598387658748525
23168,132436,O=C(Cc1ccc(Cl)cc1)Nc1cccc(NC(=O)c2ccco2)c1,No,0.3035868731780512
23169,132437,Cc1cccc(C(=O)Nc2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)c1,No,0.2232164491371167
23170,132438,COc1cc(NC(=O)Cc2ccc(Cl)cc2)ccc1NC(=O)c1cc2ccccc2o1,No,0.4614659782662001
23171,132451,COc1ccc(OCC(=O)NCCc2c[nH]c3ccccc23)cc1,No,0.24936004260119599
23172,132452,C=CCn1c(C)c(/C=N/NC(N)=S)c2ccccc21,Yes,0.5569326444415014
23173,132453,C#CCOc1c(C=C2SC(Nc3cccc(Cl)c3C)=NC2=O)cc(Br)cc1OC,No,0.4772266653351365
23174,132454,C=CCn1c(C)c(C=C2SC(Nc3ccccc3)=NC2=O)c2ccccc21,No,0.48094887951391563
23175,132456,C#CCOc1c(Br)cc(C=C2SC(Nc3cccc(C)c3C)=NC2=O)cc1OC,No,0.4979054496713043
23176,132457,C=CCn1c(C)c(C=C2SC(Nc3ccc(F)cc3)=NC2=O)c2ccccc21,Yes,0.5356143548377819
23177,132458,C#CCOc1c(Cl)cc(/C=C2/N=C(c3ccccc3)OC2=O)cc1OCC,No,0.4505084254279921
23178,132459,CCC1=NN2C(=N)/C(=C/c3ccccc3OCCOc3ccccc3C)C(=O)N=C2S1,No,0.4572490103426073
23179,132460,CCC1=NN2C(=N)/C(=C/c3cn(CCOc4ccccc4OC)c4ccccc34)C(=O)N=C2S1,Yes,0.5509826637761445
23180,132461,CC1=NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2ccc(F)cc2)o1,No,0.4914502340713187
23181,132462,O=c1/c(=C/c2cc(Cl)ccc2OCc2ccc(F)cc2)sc2nc3ccccc3n12,Yes,0.5506356616735608
23182,132463,CCOc1cc(/C=c2\sc3nc4ccccc4n3c2=O)ccc1OCCOc1ccccc1,Yes,0.5977910109246372
23183,132464,COc1cc(/C=c2\sc3nc4ccccc4n3c2=O)cc(Cl)c1OCCOc1ccccc1,Yes,0.5534311316974806
23184,132465,CCOc1cc(/C=c2\sc3nc4ccccc4n3c2=O)ccc1OCCOc1ccc(C)c(C)c1,Yes,0.5788458392996081
23185,132466,COc1cc(/C=C2\C(=O)NN(c3ccccc3)C2=O)ccc1OCCOCCOc1ccccc1C,Yes,0.5369430287951507
23186,132467,COc1cc(/C=c2\sc3nc4ccccc4n3c2=O)ccc1OCCSc1ccc(Cl)cc1,Yes,0.5164103691814131
23187,132468,COc1cc(/C=N/NC(=O)c2ccncc2)ccc1OCCOc1ccc(C)c(C)c1,Yes,0.6288163773783483
23188,132469,COc1cc(/C=N/NC(=O)c2ccncc2)cc(Cl)c1OCCOc1ccc(Br)cc1,Yes,0.6151364801187135
23189,132470,CCOc1cc(/C=N/NC(=O)c2ccncc2)ccc1OCCSc1ccc(Cl)cc1,Yes,0.63681128042592
23190,132471,Cc1ccc(S(=O)(=O)Oc2ccc(/C=N/NC(=O)c3ccncc3)cc2)cc1,Yes,0.5042755119444948
23191,132472,COc1cc(/C=N/n2cnnc2)cc(I)c1OCc1ccccc1C#N,No,0.4233681410927617
23192,132473,COc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)cc(Cl)c1OCCOc1ccc(C)cc1,Yes,0.5650716408874455
23193,132474,CCOc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)cc(Cl)c1OCCOc1ccccc1OC,Yes,0.5311327629387814
23194,132475,CCOc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)cc(Br)c1OCCOc1ccccc1C,Yes,0.5150640879644925
23195,132476,COc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)ccc1OCCSc1ccc(C)cc1,Yes,0.5364258682902858
23196,132477,O=c1nc(-c2ccc(OCCBr)cc2)[nH]c2sc3c(c12)CCCC3,Yes,0.6022080602823515
23197,132478,COc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)ccc1OS(=O)(=O)c1ccc(C)cc1,No,0.47437454920044186
23198,132479,COc1cc(C=NN2C(=O)CSC2=S)cc(Cl)c1OCCOc1ccc(Br)cc1,Yes,0.6174743530897598
23199,132480,CCC(C)c1ccc(OCCOc2ccc(/C=N/c3c(C)n(C)n(-c4ccccc4)c3=O)cc2)cc1,Yes,0.6044673160150746
23200,132481,CCOc1cc(/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)ccc1OCCOc1ccc(C(C)(C)C)cc1,Yes,0.5895575125387036
23201,132482,Cc1ccc(OCCOc2ccccc2/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,Yes,0.5259476954047714
23202,132483,Cc1cccc(OCCOc2ccc(Br)cc2/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)c1,Yes,0.5723695483069998
23203,132484,C=CCc1ccccc1OCCOc1ccc(Br)cc1/C=N/c1c(C)n(C)n(-c2ccccc2)c1=O,Yes,0.5400105343276378
23204,132485,Cc1ccc(S(=O)(=O)Oc2ccccc2/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,No,0.4431286346354175
23205,132486,CCN(CC)c1ccc(C=O)c(OCCOc2ccc(C3CCCCC3)cc2)c1,Yes,0.540914144751803
23206,132487,CCOc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCC4)ccc1OCCOc1ccc(C)c(C)c1,Yes,0.5799136434898324
23207,132488,CCOc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)cc(Cl)c1OCCOc1ccccc1,Yes,0.596820411812587
23208,132489,COc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)cc(Cl)c1OCCOc1ccccc1,Yes,0.5901228468086044
23209,132490,CCc1cc(C)cc(OCCOc2ccc(-c3nc(=O)c4c5c(sc4[nH]3)CCCC5)cc2OC)c1,Yes,0.563974532421398
23210,132491,COc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)ccc1OCCBr,Yes,0.5556404894351122
23211,132492,Cc1ccc(OCCOCCOc2ccc(-c3nc(=O)c4c5c(sc4[nH]3)CCCC5)cc2)cc1,Yes,0.5578466909619217
23212,132493,CCOc1cc(-c2nc(=O)c3c4c(sc3[nH]2)CCCC4)ccc1OS(=O)(=O)c1ccc(C)cc1,Yes,0.5087289321060966
23213,132494,Cc1ccc(C(C)C)c(Oc2ccc(N3C(=O)C4CC=CC(C)C4C3=O)cc2)c1,No,0.4185212220964946
23214,132495,Cc1ccc(C(C)C)c(Oc2ccc(N3C(=O)C4C5CC(C(Br)C5Br)C4C3=O)cc2)c1,No,0.3748929710470377
23215,132496,O=C(O)CN1C(=O)c2cc(Cl)c(Cl)cc2C1=O,No,0.3002930296846096
23216,132497,O=C(COC(=O)C1C2CC(C(Br)C2Br)C1C(=O)O)c1ccccc1,No,0.4126551162810245
23217,132498,Cc1ccccc1Oc1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,No,0.3433125390142618
23218,132499,COc1ccc(C(=O)COC(=O)CCC(=O)Nc2ccc(Oc3ccccc3C)cc2)cc1,No,0.328614646629171
23219,132500,Cc1ccc(C(C)C)c(Oc2ccc(NC(=O)CCC(=O)O)cc2)c1,No,0.29941978260770724
23220,132501,Cc1ccc(C(C)C)c(Oc2ccc(NC(=O)CCCC(=O)O)cc2)c1,No,0.3209707663219112
23221,132502,Cc1cccc(Oc2ccc(N3C(=O)C4C5CCC(C5)C4C3=O)cc2)c1C,No,0.3608832788647786
23222,132503,Cc1cccc(Oc2ccc(N3C(=O)C4CC=CCC4C3=O)cc2)c1C,No,0.33823213402741187
23223,132504,O=C1C2CC=CCC2C(=O)N1c1ccc(Oc2ccc(Cl)cc2Cl)cc1,No,0.3674415597225114
23224,132505,O=C1CCC(=O)N1c1ccc(Oc2ccc(Cl)cc2Cl)cc1,No,0.2850987667642816
23225,132506,O=C(O)CCCC(=O)Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,No,0.3207605918483882
23226,132507,COC(=O)C1=C(N)OC2=C(C(=O)CCC2)C12C(=O)N(C)c1ccccc12,No,0.46819401758114587
23227,132508,CCOC(=O)C1=c2sc(=Cc3ccc(C)cc3)c(=O)n2C(N)=C(S(=O)(=O)c2ccccc2)C1c1ccc(C)cc1,Yes,0.5632548627224546
23228,132509,COC(=O)CN1C(=O)C2(C(C#N)=C(N)OC(C)=C2C(=O)OC)c2ccccc21,No,0.47641370378126546
23229,132510,COC(=O)CN1C(=O)C2(C(C(=O)OC)=C(N)OC3=C2C(=O)CC(C)(C)C3)c2ccccc21,Yes,0.5619421404278356
23230,132511,C=CCN1C(=O)C2(C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)c2ccccc21,Yes,0.6406001851485307
23231,132512,C=CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)N(CC=C)c1ccccc12,Yes,0.5544657878299525
23232,132513,C=CCN1C(=O)C2(C(C(=O)OCC)=C(C)OC(N)=C2C(=O)OC)c2ccccc21,Yes,0.5824781951129937
23233,132514,CC1=C(C(=O)OCc2ccccc2)C2(C(=O)N(C)c3ccccc32)C(C#N)=C(N)O1,No,0.4335300391673581
23234,132515,CN1C(=O)C2(C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)c2ccccc21,No,0.48024766563845656
23235,132516,CCOC(=O)C1=C(N)OC(C)=C(C(C)=O)C12C(=O)N(C)c1ccccc12,No,0.4792731541858549
23236,132517,CCOC(=O)C1=C(C)OC(N)=C(C(=O)OC)C12C(=O)N(C)c1ccccc12,No,0.4514909673682582
23237,132518,CCOC(=O)C1=C(N)OC(CC(=O)OC)=C(C(=O)OC)C12C(=O)N(C)c1ccccc12,No,0.4860036890829367
23238,132519,COC(=O)C1=C(C)OC(N)=C(C(=O)OC)C12C(=O)N(C)c1ccccc12,No,0.4172588241030267
23239,132520,CCOC(=O)CN1C(=O)C2(C(C#N)=C(N)OC(C)=C2C(=O)OC)c2ccccc21,Yes,0.5036737212885499
23240,132521,C=CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)N(CC(=O)OCC)c1ccccc12,Yes,0.5406219672245195
23241,132522,CCOC(=O)CN1C(=O)C2(C(C(=O)OCC)=C(N)OC3=C2C(=O)CC(C)(C)C3)c2ccccc21,Yes,0.6014941608212354
23242,132523,CCOC(=O)C1=C(N)OC(C)=C(C(=O)OC)C12C(=O)N(CC(=O)OC)c1ccccc12,Yes,0.5162718278748546
23243,132524,NC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)sc2c1CCCC2,No,0.31715407811929824
23244,132525,CCOC(=O)c1sc(NC(=O)c2ccc(S(=O)(=O)N(CC)CC)cc2)c(C(=O)OCC)c1C,No,0.3287677642850694
23245,132526,C=CCn1c(SCC(=O)Nc2sc3c(c2C#N)CCC3)nc2scc(-c3ccccc3)c2c1=O,Yes,0.5192421081574147
23246,132527,Cc1cc(C(=O)CSc2ncnc3sc4c(c23)CCC4)c(C)n1-c1ccc(F)cc1,No,0.42329118433328683
23247,132528,Cc1nc(Sc2nnc3cc(C)c4ccccc4n23)c2c3c(sc2n1)CCCC3,No,0.44773835925767386
23248,132529,CCOC(=O)c1c(-c2ccc(F)cc2)csc1NC(=O)c1cc2ccccc2o1,No,0.4619714752922228
23249,132530,Clc1ccc(-c2csc3ncnc(Oc4cccc(Oc5ncnc6scc(-c7ccc(Cl)cc7)c56)c4)c23)cc1,No,0.4061387940374665
23250,132531,Cc1nc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)c2c3c(sc2n1)CCCC3,No,0.48564626434767366
23251,132532,CCOC(=O)c1c(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)sc(C(=O)OC)c1C,No,0.38668748147940457
23252,132533,CCOC(=O)c1c(NC(=O)CSc2nc3scc(-c4ccc(F)cc4)c3c(=O)n2-c2ccccc2)sc(C(=O)OC)c1C,No,0.49270216194319505
23253,132534,O=c1c2c(-c3ccc(F)cc3)csc2nc(SCc2ccc3c(c2)OCO3)n1-c1ccccc1,Yes,0.5118702471043833
23254,132535,CCOC(=O)c1c(NC(=O)C(OC(C)=O)c2ccccc2)sc(C(=O)OC)c1C,No,0.416711018389064
23255,132536,Cc1cc(C(=O)CSc2nc3scc(-c4ccccc4)c3c(=O)n2-c2ccccc2)c(C)n1-c1cccc(C(F)(F)F)c1,Yes,0.5171610677865995
23256,132537,O=c1ccc2ccc(Oc3ncnc4scc(-c5ccc(Cl)cc5)c34)cc2o1,No,0.46200291885295686
23257,132538,S=c1nc[nH]c2scc(-c3ccc(Cl)cc3)c12,Yes,0.5329365775139135
23258,132539,O=c1nc[nH]c2scc(-c3ccccc3Cl)c12,No,0.32632167487515806
23259,132540,COc1cccc(OCCSc2nc3sc4c(c3c(=O)n2-c2ccccc2)CCC4)c1,Yes,0.544711611429705
23260,132541,COc1cccc(OCCSc2ncnc3sc4c(c23)CCCC4)c1,No,0.46967118185491663
23261,132542,Cc1nc(Oc2ccc(S(=O)(=O)c3ccc(Oc4nc(C)nc5sc6c(c45)CCC6)cc3)cc2)c2c3c(sc2n1)CCC3,No,0.40075693968643455
23262,132543,O=S(=O)(c1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1)c1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,No,0.4523679543268053
23263,132544,Cc1ccc(-c2csc3nc(SCC(=O)Nc4ccc(S(N)(=O)=O)cc4)n(-c4ccccc4)c(=O)c23)cc1,No,0.43643315143731204
23264,132545,C=CCn1c(SCC(=O)c2ccc(Oc3ccccc3)cc2)nc2scc(-c3ccc(F)cc3)c2c1=O,Yes,0.584267088470752
23265,132546,Cc1cc2nnc(SCc3ccc(Cl)c(Cl)c3)n2c2ccccc12,No,0.3618038340713193
23266,132547,C=CCn1c(Sc2nc(C)nc3sc4c(c23)CCCC4)nc2scc(-c3ccc(F)cc3)c2c1=O,Yes,0.565785232805281
23267,132548,O=C(c1ccc(F)cc1)N1CCCCC(Sc2ncnc3sc4c(c23)CCCC4)C1=O,No,0.4986626501742451
23268,132549,Cc1nc(SC2CCCCN(C(=O)c3ccc(F)cc3)C2=O)c2c3c(sc2n1)CCCC3,No,0.4850262905028695
23269,132550,C=CCn1c(SCC(=O)c2[nH]c(C)c(C(=O)OCC)c2C)nc2scc(-c3ccc(C)c(C)c3)c2c1=O,Yes,0.5512185449379238
23270,132551,Clc1ccc(-c2csc3ncnc(Oc4ccc(OCc5ccccc5)cc4)c23)cc1,Yes,0.6004071025324653
23271,132552,CC12CCC3C(CC=C4CC(O)CCC43C)C1C/C(=C\c1cccs1)C2=O,Yes,0.5265751934166768
23272,132553,CCCc1[nH]nc2c1C(c1ccc(O)c(OCC)c1)C(C#N)=C(N)O2,No,0.3657706309226469
23273,132554,CCCc1[nH]nc2c1C(c1cc3c(cc1Br)OCO3)C(C#N)=C(N)O2,No,0.37916682812658065
23274,132555,CCCc1[nH]nc2c1C(c1ccc(C)o1)C(C#N)=C(N)O2,No,0.322149600002843
23275,132556,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(-c2ccccc2C#N)o1,No,0.47076735476367115
23276,132557,CCCC1=C(C(=O)OCC)C(c2cc(OC)ccc2OC)C(C#N)=C(N)O1,No,0.4306598988996185
23277,132558,CCCc1[nH]nc2c1C(c1ccc(OC(=O)c3ccccc3)c(OC)c1)C(C#N)=C(N)O2,No,0.39610286316114607
23278,132559,CCCc1[nH]nc2c1C(c1ccc(OCc3ccc(Cl)cc3)c(OC)c1)C(C#N)=C(N)O2,No,0.4789683873129586
23279,132560,CCCc1[nH]nc2c1C(c1ccc(O)c(O)c1)C(C#N)=C(N)O2,No,0.36439411294314905
23280,132561,CCCc1[nH]nc2c1C(c1cc(Cl)ccc1OCc1ccccc1)C(C#N)=C(N)O2,Yes,0.5547581575825864
23281,132562,CC(C)OC(=O)c1sc2nc3c(cc2c1N)CCCC3,No,0.3387642562663879
23282,132563,COc1cccc(C(=O)c2sc3nc4c(cc3c2N)CCCCC4)c1,No,0.35480583603509175
23283,132564,CCc1nc2sc(C(=O)c3ccc(Cl)cc3Cl)c(N)c2c2c1CCCC2,No,0.47148648243982466
23284,132565,COc1ccc(C(=O)c2sc3nc(-c4ccccc4)ccc3c2N)cc1OC,No,0.3254013788322691
23285,132566,N#CC1=C(N)Oc2n[nH]c(-c3ccccc3)c2C1c1ccc(O)c(O)c1,No,0.3148495308904444
23286,132567,N#Cc1ccc(-c2cccs2)nc1SCc1cccc(Cl)c1,No,0.38779592298942506
23287,132568,Cc1ccc(-c2ccc(C#N)c(SCc3ccccc3)n2)cc1,No,0.35128685803534065
23288,132569,Cc1ccc(-c2ccc(C#N)c(SCc3cc4c(cc3Cl)OCO4)n2)cc1,No,0.35083464603458764
23289,132570,Cc1ccc(-c2ccc(C#N)c(SCc3c(Cl)cccc3Cl)n2)cc1,No,0.3741474941565707
23290,132571,N#Cc1ccc(-c2cccnc2)nc1SCc1ccc(Cl)cc1Cl,No,0.4398037980121734
23291,132572,N#Cc1cc2c(nc1SCc1c(Cl)cccc1Cl)CCCC2,No,0.3406204224773253
23292,132573,N#Cc1cc2c(nc1SCc1cccc(Cl)c1)CCCCCC2,No,0.3651145189498547
23293,132574,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SCC(=O)Nc1ccc(Br)cc1,No,0.41935702919266304
23294,132575,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SCC(=O)c1cccc(Br)c1,No,0.37950687001442795
23295,132576,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SCC(=O)c1cc2ccccc2oc1=O,No,0.4881256606756007
23296,132577,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SCc1cc2c(cc1Cl)OCO2,No,0.3475724933529227
23297,132578,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SCc1cccc(Cl)c1,No,0.37049452893368073
23298,132579,CCOC(=O)C1=NNC(c2ccccc2)(c2ccccc2)C1C(=O)OCC,No,0.33073095384799217
23299,132580,O=c1c(Oc2ccccc2)c(C(F)(F)F)oc2c3c(ccc12)OCCO3,No,0.3671561854001405
23300,132581,COc1cc(C(=O)Oc2ccc3c(=O)c(Oc4ccccc4)c(C(F)(F)F)oc3c2)cc(OC)c1OC,No,0.4075053917960016
23301,132582,CC1=C(O)C=CC(=C2NNC=C2Oc2ccccc2)C1=O,No,0.4532001677453379
23302,132583,COc1cc(C)c2c(=O)c(Oc3ccccc3)c(C(F)(F)F)oc2c1,No,0.32492053421783845
23303,132584,COc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1C,No,0.3346154115151145
