,ID,SMILES,Model 1: SIRT2 inhibitory activity,"Probability of Model 1 ""Yes"" class prediction"
821,109452,CCc1cc2c(C)cc(=O)oc2cc1OC(C)=O,No,0.37465196457450406
822,109453,Cc1cc(=O)oc2c(C)c3occ(-c4ccccc4)c3cc12,No,0.28744923135484485
823,109454,COc1ccc(C2C(C(C)=O)=C(C)N=c3s/c(=C/c4ccc(OC)cc4OC)c(=O)n32)cc1,No,0.42587934652519277
824,109455,COc1ccc(C2C(C(C)=O)=C(C)N=c3s/c(=C/c4cc(I)c(OCc5cccc6ccccc56)c(OC)c4)c(=O)n32)cc1,Yes,0.5753702496419991
825,109456,CCOC(=O)C1C(=O)NC(SCC(=O)Nc2ccc(Br)cc2)=C(C#N)C1c1ccccc1[N+](=O)[O-],Yes,0.5220508176665214
826,109457,COc1ccc(C2C(C(C)=O)=C(C)N=c3s/c(=C/c4ccc(N(C)C)cc4)c(=O)n32)cc1,No,0.4398716658427519
827,109458,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc4c(c3)OCO4)c(=O)n2C1c1cc(OC)ccc1OC,Yes,0.5035680501195628
828,109459,CCc1cc2c(C)cc(=O)oc2cc1O,No,0.4002796307965578
829,109460,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)c(O)c(OC)c3)c(=O)n2C1c1cc(OC)ccc1OC,Yes,0.5444539475613245
830,109461,Cc1ccccc1N1C(=O)C(=Cc2cc(C)n(-c3ccc(F)cc3)c2C)C(=O)NC1=S,No,0.4324352992390966
831,109462,C=CCOc1ccc2c3c(c(=O)oc2c1)CCC3,No,0.4759134644635486
832,109463,CCOC(=O)/C(C#N)=C/c1ccc(-c2cccc(Cl)c2Cl)o1,Yes,0.5757131279078929
833,109464,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(I)c(O)c(OC)c3)c(=O)n2C1c1cc(OC)ccc1OC,Yes,0.5272102769117017
834,109465,CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)ccc3O)c(=O)n2C1c1cc(OC)ccc1OC,Yes,0.5207990187571765
835,109466,COc1ccc(C(=O)N2N=C3CCCCCC3C2(O)C(F)(F)F)cc1,No,0.3317237677548738
836,109467,COc1cccc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)c1,No,0.3313974659906097
837,109468,CC(=O)C1=C(C)NC(SCC(=O)Nc2ccc(Br)cc2)=C(C#N)C1c1ccccc1Cl,No,0.4271087822220307
838,109469,CCOc1ccc2c(C)cc(=O)oc2c1C,No,0.4020952938133104
839,109470,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc(OC)c(OC)c(OC)c1,No,0.31047417286303036
840,109471,C=CCOc1ccc(/C=c2/sc3n(c2=O)C(c2ccc4c(c2)OCO4)C(C(=O)OCC)=C(C)N=3)cc1Br,Yes,0.5748526623534475
841,109472,C=CCc1cc2c(C)cc(=O)oc2c(C)c1O,No,0.4945303430768666
842,109473,Cc1ccc(N2CCN(c3ccc(C)cc3)C2c2cc(Cl)cc(Cl)c2O)cc1,No,0.31059202613163406
843,109474,CCOC(=O)C1=C(C)N(c2ccc(Cl)cc2)C(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,No,0.40600449974873287
844,109475,COc1cccc(/C=C2\CCC/C(=C\c3cccc(OC)c3)C2=O)c1,No,0.4891244385105554
845,109476,Cc1cc(=O)oc2c1ccc1oc(/C(=N/O)c3ccccc3)c(C)c12,No,0.3817733550527257
846,109477,COc1ccccc1C(=O)Nc1ccccc1Sc1ccccc1,No,0.38202604280997277
847,109478,CC(=O)Nc1ccc(NC(=O)c2ccccc2SCc2ccccc2)cc1,No,0.42965926153540585
848,109479,CCCC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1cccc(C)c1,No,0.35465665989074363
849,109480,O=C(Nc1ccccc1F)C1C(c2ccccc2)C1(Cl)Cl,No,0.3997090146356803
850,109481,CCCC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccccc1,No,0.30388869639990895
851,109482,CCCC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccc(C)cc1C,No,0.3825688812026778
852,109483,COc1ccc(C(=O)CC2(O)C(=O)N(C)c3ccc(Br)cc32)cc1,No,0.44418960991320705
853,109484,CCCC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccccc1OC,No,0.3834973798878017
854,109485,O=C1c2ccccc2C(=O)C1(Nc1ccc(-c2ccccc2)cc1)c1ccccc1,No,0.3160323380146286
855,109486,Cc1ccccc1C(=O)Nc1nnn(C)n1,No,0.2646873736855805
856,109487,O=C(c1cc(F)c(F)cc1Cl)N1CCN(c2c(Cl)cccc2[N+](=O)[O-])CC1,No,0.46002630147346735
857,109488,Cc1cccc(C2=N/C(=C\c3ccc(OC(=O)c4ccccc4)cc3)C(=O)O2)c1,Yes,0.5223315054619513
858,109489,CCC1S/C(=N/N=C(\C)c2ccc(Br)cc2)NC1=O,No,0.40119327971049507
859,109490,Fc1ccc(Cn2c3ccc(Br)cc3c3nc4ccccc4nc32)cc1,No,0.33323059148008743
860,109491,O=c1oc2ccccc2c(NCc2ccc(Cl)cc2)c1[N+](=O)[O-],No,0.36500649042730116
861,109492,COc1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1Cl,No,0.32408989286046747
862,109493,Cc1cccc(NC(=O)C(C)Oc2ccc(Cl)cc2Cl)c1C,No,0.3282511151309825
863,109494,C#CCOc1ccc(C=C2C(=O)c3ccccc3C2=O)cc1OC,No,0.46997548997522187
864,109495,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2ccccc2c1,No,0.4328928063259334
865,109496,CC(C)Oc1ccc(C(F)(F)F)cc1NC(=O)Cc1ccccc1,No,0.31902281993281756
866,109497,CSc1ccc(C=C2C(=O)c3ccccc3C2=O)cc1,No,0.45006039384405233
867,109498,Cc1ccccc1OCCNC(=O)c1ccco1,No,0.384910504922251
868,109499,COc1ccc(C2C(C#N)=C(N)C(C#N)(C#N)C3=CCN(C(=O)OC(C)(C)C)CC32)cc1Br,Yes,0.5723792757254823
869,109500,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)Nc4sc5c(c4C(N)=O)CCCC5)cc3n2)cc1,Yes,0.5431762405862243
870,109501,CCOC(=O)c1sc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Br)c(C(=O)OCC)c1C,No,0.46459356959002596
871,109502,COc1cc(Cl)ccc1NC(=O)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,No,0.46286816789476193
872,109503,CCOC(=O)c1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4cccs4)nc3c2Cl)sc2c1CCC(C)C2,Yes,0.6087865992559599
873,109504,CC(C)NC(=O)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.40854430495815475
874,109505,COC(=O)c1c(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccc(OC)cc4)nc23)sc2c1CCCC2,No,0.4455283277752391
875,109506,O=C(c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12)N1CCN(Cc2ccccc2)CC1,Yes,0.5044635435895424
876,109507,O=C(NCC1CCCO1)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,No,0.49166230760430235
877,109508,CCOC(=O)c1c(NC(=O)c2cc3nc(-c4ccc(Br)cc4)cc(C(F)(F)F)n3n2)sc2c1CCCC2,Yes,0.5246480750270023
878,109509,Cc1c(Br)c(C(F)(F)F)nn1CC(=O)Nc1sc2c(c1C#N)CCC(C)C2,No,0.4887051856733418
879,109510,CCOCCOC(=O)C1=C(C)N(C)C(=O)NC1c1cccc([N+](=O)[O-])c1,No,0.3953636033113229
880,109511,COC(=O)N1CC=C2C(C1)C(c1ccc(OC(C)(C)C)cc1)C(C#N)=C(N)C2(C#N)C#N,No,0.4816661335793193
881,109512,O=C(Nc1cccc2ccccc12)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.473292603473937
882,109513,COC(=O)c1c(NC(=O)c2cc3nc(-c4cccs4)cc(C(F)(F)F)n3n2)sc2c1CCCC2,Yes,0.5148955186005358
883,109514,O=C(Nc1cccc2ccccc12)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.40897472904998866
884,109515,COC(=O)c1c(NC(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)F)n3n2)sc2c1CCC(C)C2,Yes,0.5672961568886744
885,109516,CCCOC(=O)c1c(NC(=O)Cn2nc(C(F)(F)F)c(Br)c2C)sc2c1CCCC2,No,0.4431176950225604
886,109517,COC(=O)c1sc(NC(=O)c2cc3nc(-c4ccc(Br)cc4)cc(C(F)(F)F)n3n2)c(C(=O)OC)c1C,No,0.44759466118654334
887,109518,CCC(C)NC(=O)c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12,No,0.4746154072787751
888,109519,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)Nc4sc5c(c4C(=O)OC(C)C)CCCC5)c(Br)c3n2)cc1,No,0.47507283663412986
889,109520,N#Cc1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Br)sc2c1CCCC2,No,0.46311277431233056
890,109521,O=C(Nc1cccnc1Cl)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.44856156255308116
891,109522,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)Nc4sc5c(c4C#N)CCC(C)C5)c(Br)c3n2)cc1,Yes,0.530970853828761
892,109523,O=C(NCCCn1ccnc1)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.4635454658623641
893,109524,CC(C)(C)C1CCc2c(sc(NC(=O)c3nn4c(C(F)(F)F)cc(-c5cccs5)nc4c3Cl)c2C#N)C1,Yes,0.5854194021444851
894,109525,Cc1c(Br)c(C(F)(F)F)nn1CC(=O)Nc1sc2c(c1C(=O)OC(C)C)CCCC2,No,0.42952104338159913
895,109526,COC(=O)c1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4cccs4)nc3c2Cl)sc2c1CCCC2,Yes,0.5177296669564114
896,109527,CCc1c(C)sc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(OC)cc4)nc3c2Br)c1C(=O)OC,No,0.41425613743191597
897,109528,O=C(Nc1c(F)cc(F)cc1Br)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.44605314127658385
898,109529,O=C(Nc1ccc(Cl)c(Cl)c1)c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12,No,0.4657425988049074
899,109530,COc1cc(NC(=O)c2cc3nc(-c4ccc(Br)cc4)cc(C(F)(F)F)n3n2)c(OC)cc1Cl,No,0.4733236678680242
900,109531,COc1ccc(C2C3CCCCC3=C(C#N)C(=N)C2(C#N)C#N)cc1Cn1nc(C)c([N+](=O)[O-])c1C,Yes,0.5395185322478124
901,109532,COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc1Cn1cc([N+](=O)[O-])cn1,No,0.4258556373533629
902,109533,COC(=O)c1c(NC(=O)Cn2nc([N+](=O)[O-])c(Cl)c2C)sc2c1CCC(C(C)(C)C)C2,No,0.48624928410101304
903,109534,COC(=O)c1c(NC(=O)c2cc3nc(-c4ccc(OC)cc4)cc(C(F)(F)F)n3n2)sc2c1CCC(C)C2,Yes,0.533855891571915
904,109535,O=C(c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl)N1CCc2ccccc2C1,No,0.45816500328088
905,109536,COC(=O)c1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4cccs4)nc3c2Br)sc2c1CCCC2,No,0.49413304125808116
906,109537,O=C(c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12)N1CCCCCC1,No,0.4823177112233645
907,109538,COc1cc(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc23)cc(OC)c1OC,No,0.41358825988598585
908,109539,CCOc1cc(C2C(C(=O)OC3CCCCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(Br)c1O,Yes,0.5701786947151684
909,109540,O=C(NCc1ccco1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4565839876070148
910,109541,O=C(NCCN1CCOCC1)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.4334852380238454
911,109542,COc1ccccc1N1CCN(C(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Br)CC1,No,0.4901837090943072
912,109543,CCOC(=O)C1=C(COC)OC(N)=C(C#N)C1c1ccc(OC)c(Br)c1,No,0.493107595562419
913,109544,CC(C)OC(=O)c1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4cccs4)nc3c2Br)sc2c1CCCC2,Yes,0.5148320761012336
914,109545,CCOc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(Br)c1O,Yes,0.560572971936342
915,109546,O=C(c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,Yes,0.5201556711466823
916,109547,O=C(c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl)N1CCOCC1,No,0.4746459284741661
917,109548,Cc1c(Br)c(C(F)(F)F)nn1CC(=O)NC12CC3CC(CC(C3)C1)C2,No,0.32736497831286965
918,109549,O=C(c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1)N1CCOCC1,Yes,0.5127709248812611
919,109550,CCCC1=C(C(=O)OCC)C(c2ccccc2OC)NC(=O)N1,No,0.3785608430571985
920,109551,COc1ccc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)cc1OC,No,0.4411504147995646
921,109552,O=C(c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br)N1CCOCC1,No,0.43917429450179585
922,109553,O=C(c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12)N1CCN(C(c2ccccc2)c2ccccc2)CC1,Yes,0.5223124294614575
923,109554,COCCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccc(Br)cc1,No,0.3005032971206378
924,109555,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3n2)cc1,No,0.4295560045937439
925,109556,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccccc1Cl,Yes,0.5332103276461274
926,109557,O=C(NC12CC3CC(CC(C3)C1)C2)c1cnn2c(C(F)(F)F)cc(-c3ccccc3)nc12,No,0.4310275262750457
927,109558,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc(OC)c(OC)c1,Yes,0.5199788529022987
928,109559,O=C(c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br)N1CCN(Cc2ccccc2)CC1,No,0.4762684861938143
929,109560,COc1cc(Br)c(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CCC3)cc1OC,No,0.3945580395782408
930,109561,CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(Br)c(O)c(OCC)c1,No,0.4674502898463767
931,109562,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cc(Br)c(O)c(OCC)c1,Yes,0.5153162257826082
932,109563,COc1cc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)cc(OC)c1OC,No,0.4224607728710039
933,109564,Cc1c(Cl)cccc1NC(=O)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.4152716521052817
934,109565,COc1ccc(C(=O)c2cc(C#N)c(SCC(C)=O)nc2C)cc1,No,0.3335861686530632
935,109566,COc1cc(C2C(C(=O)OCc3ccccc3)=C(C)NC3=C2C(=O)CC(C)(C)C3)ccc1OC(C)=O,Yes,0.5139164423164093
936,109567,N#Cc1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4cccs4)nc3c2Cl)sc2c1CCCCC2,Yes,0.5180151489885044
937,109568,CCOC(=O)c1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccccc4)nc3c2Br)sc2c1CCCCC2,Yes,0.5279485828964379
938,109569,CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cc(Br)c(O)c(OCC)c1,Yes,0.5231809249723075
939,109570,O=C(c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12)N1CCOCC1,Yes,0.5035650298579473
940,109571,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc2c(c1)OCO2,Yes,0.5554049685452462
941,109572,COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc1COc1ccc(F)cc1F,No,0.49621457238180916
942,109573,CCOC(=O)c1c(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(OC)cc4)nc3c2Br)sc2c1CCCCC2,No,0.48172791558813244
943,109574,CCOC(=O)c1c(NC(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)F)n3n2)sc2c1CCCCC2,Yes,0.5743585959986999
944,109575,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1cc(OC)ccc1OC,Yes,0.5568721797788028
945,109576,N#Cc1c(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccccc4)nc23)sc2c1CCCCC2,Yes,0.5007358606284017
946,109577,CN1CCN(C(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Br)CC1,No,0.43542639137903183
947,109578,CCOC(=O)c1c(NC(=O)Cn2nc(C(F)(F)F)cc2C)sc2c1CCCCC2,No,0.4516831199743805
948,109579,Cc1ccc(C(C)C)c(Oc2cc(NC(=O)c3cc4nc(-c5ccc(Br)cc5)cc(C(F)(F)F)n4n3)cc([N+](=O)[O-])c2)c1,Yes,0.5132863181542343
949,109580,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4450084897207096
950,109581,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,No,0.4458856747329925
951,109582,CCOC(=O)c1c(NC(=O)Cn2nc([N+](=O)[O-])c(Br)c2C)sc2c1CCC(C(C)(C)C)C2,Yes,0.5399029348143062
952,109583,O=C(Nc1cc(Oc2cccnc2)cc([N+](=O)[O-])c1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,Yes,0.6286940401866141
953,109584,CCCC1=C(C(=O)OCC)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1,No,0.4193524506665905
954,109585,Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)NC(C)C1CC2CCC1C2,No,0.48070211866623486
955,109586,CC(=O)c1ccc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)cc1,No,0.4082840905990391
956,109587,Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)Nc1sc2c(c1C#N)CCC(C(C)(C)C)C2,No,0.4926168574490044
957,109588,COc1cc(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc23)cc([N+](=O)[O-])c1,No,0.423632176568905
958,109589,O=C(Nc1cccc(O)c1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4320475617479985
959,109590,CCOC(=O)c1c(NC(=O)Cn2nc([N+](=O)[O-])c(Cl)c2C)sc2c1CCC(C(C)(C)C)C2,Yes,0.5358385479756544
960,109591,O=C(NCc1ccco1)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Br,No,0.41872913880707785
961,109592,COc1ccc(CCNC(=O)Cn2nc([N+](=O)[O-])c(Br)c2C)cc1OC,No,0.35229582275071264
962,109593,O=C(NCCc1ccccc1)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,No,0.43981290079984603
963,109594,O=C(Nc1cc(Oc2ccc(Br)cc2)cc([N+](=O)[O-])c1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4736036922649695
964,109595,Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)Nc1sc2c(c1C(=O)OC(C)C)CCCC2,No,0.43877284154436325
965,109596,O=C(Nc1ccc(Br)cc1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.3937116570859739
966,109597,CCc1ccc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)cc1,No,0.4460567328818213
967,109598,Cc1c(Br)c(C(F)(F)F)nn1CC(=O)Nc1sc2c(c1C#N)CCC(C(C)(C)C)C2,Yes,0.5033747101416346
968,109599,O=C(Nc1cccc(Cl)c1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4348372681885115
969,109600,CC(C)(C)NC(=O)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,No,0.41247382473708716
970,109601,CC(C)(C)C1CCc2c(sc(NC(=O)c3cc4nc(-c5cccs5)cc(C(F)(F)F)n4n3)c2C(N)=O)C1,Yes,0.6200488344638916
971,109602,CC(C)CNC(=O)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4775931469444094
972,109603,O=C(NCCc1ccccc1)c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12,No,0.42664420297401756
973,109604,CCC(C)NC(=O)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,Yes,0.5106636175217709
974,109605,N#CCNC(=O)c1cc2nc(-c3cccs3)cc(C(F)(F)F)n2n1,No,0.4364999959931399
975,109606,Cc1ccc(NC(=O)c2cc3nc(-c4ccc(Br)cc4)cc(C(F)(F)F)n3n2)cc1C,No,0.42295628078688263
976,109607,Cc1c(Cl)cccc1NC(=O)c1nn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc2c1Cl,No,0.45869464948586103
977,109608,Cc1cc(NC(=O)c2nn3c(C(F)(F)F)cc(-c4ccc(Br)cc4)nc3c2Cl)no1,No,0.43741666339361646
978,109609,Cc1c(Cl)c([N+](=O)[O-])nn1CC(=O)Nc1sc2c(c1C(N)=O)CCC(C(C)(C)C)C2,Yes,0.5583273645684185
979,109610,O=C(c1cnn2c(C(F)(F)F)cc(-c3ccc(Br)cc3)nc12)N(Cc1ccccc1)c1ccccc1,No,0.4451732268954902
980,109611,O=C(NC1CCCC1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.491090349388086
981,109612,O=C(NCc1cccs1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4751567280446633
982,109613,O=C(Nc1cc(Oc2ccc(F)cc2)cc([N+](=O)[O-])c1)c1cc2nc(-c3ccc(Br)cc3)cc(C(F)(F)F)n2n1,No,0.4871468074830847
983,109614,CC1CCc2c(sc(NC(=O)c3nn4c(C(F)(F)F)cc(-c5cccs5)nc4c3Cl)c2C#N)C1,Yes,0.5763593376250519
984,109615,Cc1ccccc1OCC(=O)Nc1ccc2c(c1)OCO2,No,0.31779288721219184
985,109616,Cc1ccccc1OCC(=O)Nc1cccc(Cl)c1Cl,No,0.26448171808942994
986,109617,COCC(=O)Nc1nc2ccccc2s1,No,0.2873650207845679
987,109618,O=C(Nc1ccc(F)cc1)c1cccc(I)c1,No,0.26350345271294695
988,109619,O=C(/N=c1\scc(-c2ccc(Br)cc2)n1CCc1ccccc1)c1ccccc1,No,0.387601497853743
989,109620,COc1ccc(CCn2c(-c3ccc(Br)cc3)cs/c2=N\C(=O)c2ccccc2)cc1OC,No,0.48341735418349424
990,109621,CCOC(=S)SCC(=O)Nc1nccs1,Yes,0.5618068269748047
991,109622,CCC(C)c1ccc2oc(-c3ccc(C)c(NC(=O)c4cccc(Br)c4)c3)nc2c1,No,0.49164691665748544
992,109623,Cc1ccc2oc(-c3cc(NC(=O)c4ccccc4Cl)ccc3Cl)nc2c1,No,0.2736797681354694
993,109624,COc1ccc(C(=O)Nc2ccc(Cl)c(-c3nc4ccc(C)cc4o3)c2)cc1Br,No,0.4157165405697103
994,109625,Cc1ccc2nc(-c3cc(NC(=O)c4ccc5ccccc5c4)ccc3Cl)oc2c1,No,0.4498289284281036
995,109626,CCc1ccc2oc(-c3ccc(C)c(NC(=O)c4cc5ccccc5o4)c3)nc2c1,No,0.486878033431445
996,109627,O=C(Nc1ccc(NC(=O)c2ccco2)c(Cl)c1)c1cccc(F)c1,No,0.3837694665543007
997,109628,CCOc1cccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)c1,No,0.4583323681308646
998,109629,Cc1ccccc1OCC(=O)Nc1ccc(NC(=O)c2ccco2)c(Cl)c1,No,0.4577987795216643
999,109630,COc1cc2ccccc2cc1C(=O)Nc1ccc(NC(=O)c2ccco2)c(Cl)c1,No,0.458598026584501
1000,109631,CCOC(=O)c1ccc(/N=N/c2c(C)nn(-c3ccccc3)c2C)cc1,No,0.42403656573045084
1001,109632,O=C(CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,No,0.3654252908221796
1002,109633,Cc1ccc2nc(-c3cc(NC(=O)c4cccc(F)c4)ccc3Cl)oc2c1,No,0.3067161583575274
1003,109634,Cc1ccc2nc(-c3cc(NC(=O)c4ccccc4C)ccc3Cl)oc2c1,No,0.3042986972930821
1004,109635,Cc1ccc(C(=O)Nc2ccc(Cl)c(-c3nc4cc(C)ccc4o3)c2)cc1,No,0.27248617229802063
1005,109636,Cc1ccc2oc(-c3cc(NC(=O)c4ccc(Br)o4)ccc3Cl)nc2c1,No,0.32071536635348313
1006,109637,CCc1ccc2oc(-c3ccc(C)c(NC(=O)c4ccccc4OC)c3)nc2c1,No,0.47009099252094194
1007,109638,CCc1ccc2oc(-c3ccc(C)c(NC(=O)c4ccc(Br)o4)c3)nc2c1,No,0.45143032113319065
1008,109639,O=C(Nc1ccc(NC(=O)c2ccccc2Br)cc1Cl)c1ccco1,No,0.33801301410758705
1009,109640,O=C(Nc1ccc(NC(=O)c2ccccc2I)cc1Cl)c1ccco1,No,0.3584155869414814
1010,109641,O=C(Nc1ccc(NC(=O)c2ccc(Br)o2)cc1Cl)c1ccco1,No,0.398486060572971
1011,109642,Cc1ccc2oc(-c3cc(NC(=O)COc4ccccc4C)ccc3Cl)nc2c1,No,0.34616178014555826
1012,109643,CCOc1ccc(C(=O)Nc2cc(-c3nc4cc(CC)ccc4o3)ccc2C)cc1Br,Yes,0.5079674292717696
1013,109644,O=C(Nc1ccc(NC(=O)c2ccc([N+](=O)[O-])o2)cc1Cl)c1ccco1,No,0.39681452587521543
1014,109646,CCCn1c2ccccc2c2n[nH]c(=S)nc21,No,0.4507157733520181
1015,109647,Cc1ccc2cc(C3=C/C(=C/c4ccc(Cl)cc4)C(=O)O3)ccc2c1,Yes,0.5239038440443785
1016,109648,COc1cc(/C=C2/S/C(=N\c3ccccc3)NC2=O)ccc1OC(=O)c1ccccc1,No,0.464057737708329
